Date,Temperature (°C),Humidity (%),Precipitation (mm)
2024-08-30,-4.821595198992769,29,3.889554275860058
2024-06-16,14.710935377803168,25,0.38321135843304655
2025-01-18,24.56631274089692,32,3.3032168095034944
2024-09-20,14.073928958627516,46,6.437944608749709
2024-12-16,3.48757412858701,99,8.595637625837679
2025-02-14,17.157491084702983,33,9.03724100106898
2024-08-22,28.201857105082595,20,3.327427746303324
2024-10-30,16.575132752571257,29,4.758985492569478
2024-05-07,17.025509801762055,78,6.780261058023861
2024-10-25,-2.4003317940729376,99,7.5193754634421675
2024-10-22,-5.184883998122189,37,5.39036785534869
2024-04-12,-0.48787316737685416,41,6.910071187341101
2024-09-19,25.05989713213306,84,3.2164210109335
2025-03-05,31.61646486281719,89,1.377127976306376
2024-12-17,-1.8960045919236919,85,2.1610553781983666
2024-11-12,8.853930737208646,87,7.8741301856918655
2024-09-10,13.63878255211328,54,0.05944594451141039
2024-09-15,19.218119504477862,62,9.882363990119577
2024-10-18,-5.022796720017405,88,7.080555114266696
2024-09-11,5.801563394730888,58,3.614974069052442
2025-02-18,-7.08682947459224,57,3.668011415975869
2024-04-16,-7.950937322972909,44,5.087480304470886
2024-10-21,36.15178473065448,37,9.473008469484425
2024-10-15,17.665814321587106,23,8.262094862068654
2024-08-19,25.54825232538876,89,3.8661658227166806
2024-09-13,15.912773488093926,64,0.7917631092644584
2024-12-06,14.202015379993913,63,4.354643248475939
2024-06-01,27.025526928932656,43,8.015950542401246
2024-05-19,26.777026866448473,38,6.87741326771595
2024-03-24,22.500827239653468,56,4.463646797432631
2024-08-08,11.421670155179566,21,0.6825604803020735
2025-02-07,32.03655179412033,82,9.736989866902066
2024-11-14,37.82913938347493,61,4.436022323523284
2024-05-26,32.81562528036174,59,7.515933950854378
2024-11-01,24.111529743412447,93,2.1140110568062886
2024-07-19,28.484117761810694,28,7.180970975971271
2024-11-06,33.8776181438493,61,5.979726159216247
2024-04-24,18.992653583976136,54,6.433347574079767
2024-11-29,11.522357476819614,61,1.8890979245635031
2024-09-01,20.517648631331014,95,0.6439701543625509
2024-12-27,32.04135605635345,30,7.575384155161507
2025-01-23,11.877603244793036,61,4.496648177498882
2025-01-15,20.01981726502253,36,1.0801282670608092
2024-03-20,-0.3062852470850945,44,7.556505504484527
2024-03-31,-5.2948602983477056,53,6.376088353395298
2025-01-07,-0.3350439861664807,21,7.898912021286899
2024-10-31,14.999579522196143,50,5.00997946296986
2024-06-22,-2.3118880962392696,66,7.716602445711526
2024-05-25,-8.454828397053056,81,5.050432735935024
2025-03-10,38.76690908611993,58,9.270167623777715
2025-01-24,10.312037774714508,61,7.149564225639748
2024-05-02,-8.854803027339837,62,7.484187316392621
2024-06-10,31.74611400175378,72,0.9727210731878033
2024-06-21,8.353567296362165,58,4.849825894735299
2024-11-03,19.751190967895592,92,1.3414071547007378
2025-01-27,12.0044933345382,43,7.59596062692315
2024-07-15,24.627784872219465,49,8.565336419654784
2024-04-29,18.779839727542182,57,9.268153356373695
2024-08-12,34.34622867317343,29,0.1748869838225664
2024-06-07,20.22253716785749,44,9.193025599146305
2024-08-12,37.362377755685394,67,1.206654863714136
2025-01-30,16.93340421565725,55,4.604181392936393
2024-05-29,-2.6330911195100084,88,5.830973839608914
2024-12-08,24.893852552629433,85,2.37047287439488
2024-03-25,37.34434671739334,98,5.681706210937509
2024-09-07,-9.655881757834896,72,0.40675840474225344
2024-06-17,32.71979480340809,56,9.968045527823666
2024-07-06,-2.689447335185915,79,2.5789812485418864
2025-01-21,8.199159977785882,64,6.123615182453688
2025-01-03,-8.835915874289048,81,7.26137043437728
2024-08-05,-7.523740455617158,31,1.078859573534402
2024-04-28,17.84015964659638,99,3.8266204482595025
2024-04-10,7.058082038099009,59,1.8616841465596168
2024-06-25,27.94487398087783,60,4.854792648918296
2024-03-25,26.711475814475683,67,7.1213394078980325
2024-06-04,30.729468222916893,92,4.478915801114795
2025-02-26,-3.1167254536168993,55,5.7121035788456345
2024-08-04,3.5298764687485136,80,8.589329179612038
2024-09-13,15.69398861556219,23,2.8604497358357586
2024-09-02,31.980404260839023,74,2.87427948810566
2025-03-15,19.346265084296654,22,6.325594427006367
2024-07-06,5.7342525862538665,65,3.7874602748306896
2024-12-14,33.65512503344025,77,5.807839292394821
2024-10-13,17.290661811255028,99,1.8722448491323773
2025-03-04,32.37619080250062,95,2.557271996410677
2024-10-18,35.78183327032266,40,4.737276287033244
2024-05-15,-6.122912908859886,39,8.33029151382177
2024-04-14,-1.5331304139495536,36,4.067118673692151
2024-04-25,-7.766996802105832,41,9.714389847122028
2024-07-01,20.464285704599707,21,3.391658060501286
