Date,Temperature (°C),Humidity (%),Precipitation (mm)
2024-04-02,34.24723526371197,55,1.402543325957234
2024-08-23,27.3217441813866,47,2.3270315147122522
2024-04-01,26.945197673905874,92,4.1791425493741805
2024-08-11,-4.403263461340625,79,9.84472960509359
2025-02-15,19.049484696526456,80,0.5509600611398091
2024-09-07,27.546180568115922,74,9.566662249509402
2024-06-22,8.893167286624696,59,5.603062978514156
2025-01-18,18.509752097271356,62,1.9940952220904873
2024-10-26,-0.3076285417357578,86,3.1717296661014327
2024-12-18,29.77843020197851,95,4.148592466873728
2024-11-30,26.514557715015194,44,7.676791322202674
2024-04-21,13.542032196690155,78,2.328999291202999
2024-08-19,38.63457918472866,45,8.906159836144237
2024-07-15,28.839612007687677,96,7.053521168379858
2024-09-01,14.808382720459026,47,5.5090609523860845
2024-06-14,31.048976672170376,35,2.8135802892749986
2025-02-24,19.682042898908218,22,9.286080100909789
2024-05-20,31.88203492279115,35,5.2644206028436225
2024-04-26,38.954073098039586,57,0.3068113937418271
2024-12-29,16.74791652942885,91,1.6417983130711267
2024-11-17,-9.423091878349346,51,6.88191675088415
2024-11-08,38.72672124996556,91,4.970952066513802
2024-11-19,4.611896497830724,81,2.41377616448887
2024-04-07,32.40460995707314,25,2.2532479701767105
2024-04-05,-1.5646584780784316,41,4.926405117586884
2025-03-02,-1.2198626912664565,90,0.5511018125666634
2024-08-31,-3.3510201466321297,95,9.020807461836547
2025-02-22,-4.200828079713139,57,6.117057437743927
2024-07-07,18.72297217668647,67,9.803257807346464
2024-12-02,-7.505939145602838,28,5.628600368879492
2024-06-08,18.453266560379088,93,0.8202871399289946
2024-09-13,39.566811430522584,97,7.20125900486333
2024-10-31,-2.524654091320641,73,1.8663508825658048
2024-08-05,33.169122767869545,50,5.334588160557323
2025-03-11,-4.169689171317472,62,2.313965127535307
2024-05-07,-0.9102248596480038,21,9.089254569300042
2024-10-06,33.31561002681122,73,4.082032324239737
2024-08-21,37.738224104390675,35,7.666131363404638
2024-11-10,-2.8096291317687614,77,2.556584782573351
2024-10-29,11.694546562103621,40,4.513398591891212
2024-11-03,13.65824323274343,29,1.522622683149052
2024-11-27,2.945254637332681,76,2.6373529083381664
2024-08-09,1.721659710443161,94,0.5289558837337371
2024-07-09,9.626360833279005,69,8.601242519780964
2025-01-02,7.305833441552963,64,0.3272090967861252
2024-06-06,29.542296012322616,21,8.46223496608154
2024-04-19,25.253417563422495,44,1.5136312098665639
2024-09-14,6.843350804822311,67,9.886089723115536
2024-08-02,25.381607907948123,91,8.07974135763985
2025-02-05,9.614103218589303,78,7.562283355662144
2024-06-19,26.466760695715315,66,4.754365223453382
2024-03-20,39.80590610264101,88,6.735992307665855
2024-06-28,31.037072435296032,92,0.9988161432781417
2024-06-01,-5.899062619190895,22,2.8150773486919967
2024-12-18,32.71354035560025,38,0.02985909054457503
2024-08-06,26.85584593139803,51,8.545549474734043
2024-08-03,7.41125726295018,41,6.622195700353019
2024-04-10,3.251555421671368,43,7.5947404158232965
2024-10-13,-8.973304807162416,48,9.437705698589905
2024-09-29,33.816177742247675,81,6.066936070025264
2024-05-09,25.703634669260843,48,3.399865366545921
2024-04-21,-7.974485386156163,30,5.406812811238584
2024-08-17,-1.8841270756813149,57,4.206648803256559
2025-03-12,2.1841484342020685,42,5.477561806714551
2025-03-10,6.882916909344896,29,8.107130750625494
2024-12-07,30.524123580114086,73,1.6126023407355883
2024-04-05,31.61323041559985,20,0.9290247012257835
2024-04-29,30.819220718318647,100,0.8903592758170764
2025-02-13,-6.502720947818521,94,0.9641676795135801
2024-04-25,-1.1839777530821074,44,1.7659611441582779
2025-01-20,14.544928762988704,80,0.8923543407487999
2024-07-13,7.248855624690922,20,0.10247638946884963
2024-08-05,19.134878666744264,87,2.972829469368421
2025-01-03,6.098098197864459,55,1.2376909009038062
2024-05-02,38.59220657771344,74,9.550496457016495
2024-04-16,31.75449238753493,95,8.473047835852324
2024-10-25,27.280638896196407,99,2.93360838393971
2024-04-06,13.575582666088952,85,4.443186284729369
2025-02-27,33.226667422036584,77,5.523137532492442
2024-09-18,-7.195791294173306,97,9.562950388138125
2024-04-26,22.569515750021942,61,4.446243830040516
2024-04-09,29.853538974784925,42,7.079757573117914
2024-06-05,16.588794677015226,28,3.9773784533034973
2024-12-11,1.3046669254783634,53,6.058244878179053
2024-12-15,38.764278186704125,82,2.6916771073180445
2024-05-13,35.46346550715164,80,2.3701389446739975
2024-12-21,19.536066451452236,93,6.591642647749456
2025-01-02,19.317364991205284,55,0.7124292138704535
2024-12-30,3.8993064808442597,23,4.679220002434628
2024-03-29,35.712489325469534,58,1.8093708151994192
2024-10-13,-9.919373365223485,78,3.912991813171056
2024-08-22,-7.510826889267083,56,5.232577335340252
2024-12-25,11.170446835727113,39,7.037347381179534
2024-03-26,20.878718162130504,48,3.9794896263996735
2024-11-21,15.900356989561459,80,2.9850157961050003
2024-04-25,36.73546815618621,86,7.313617201797809
2024-07-20,33.005304780321325,23,8.603882274592499
2024-04-16,10.778140368392151,81,1.6226957764913208
2024-04-16,16.69289323333583,28,7.919013261282272
2024-04-28,0.3015603656770587,36,0.48028064969161455
2024-03-31,5.742303998083557,56,3.7479885873419914
2024-11-28,-8.123201419605238,21,8.636690242785622
2025-02-18,13.81346796772058,34,8.940669804781479
2024-04-27,27.08253112458653,83,8.245053046497544
2024-03-21,-9.331160012998787,50,9.76163901768522
2024-11-21,19.664956067717036,61,7.257657654785531
2025-03-18,31.467483920063955,24,1.6741212614099032
2024-08-02,3.1211683494770686,90,7.47200087917748
2024-12-06,8.128782039027552,99,0.403905902244045
2025-01-12,20.464042863670315,85,4.129815922188065
2025-01-31,29.072036550172342,28,1.0619020149475877
2024-10-28,39.86321927770813,67,4.170779025652981
2024-11-19,5.029970687550154,99,3.9314169646262953
2024-11-08,29.303437739455013,71,3.4630865365150543
2024-05-17,23.85058107224109,51,0.7213168161450556
2024-09-27,36.55402522209698,21,9.032185969260489
2024-12-29,35.512905721784186,23,9.050763033599749
2025-01-23,-1.1445828860555647,72,3.2934945028026785
2024-08-20,35.08623151803185,23,5.452089259580138
2025-02-01,30.35039607306384,60,9.901744547072136
2024-04-25,23.842453870028315,100,1.063792428915108
2024-09-01,16.15382294689601,31,5.672271752069031
2024-04-22,21.149163184722056,63,8.522407285688976
2024-06-02,-1.42643914177504,63,4.376640928330722
2024-12-14,22.653707571933765,23,9.580992745753253
2024-07-15,28.528284589344445,55,8.402918508195697
2024-11-17,14.773117624624557,69,0.7818657703361054
2024-11-14,2.5836679741647686,80,4.0220567021092615
2024-05-11,-0.1972722848590145,40,1.5725463288104913
2024-11-21,23.52035368785849,97,7.021262168704317
2024-10-31,4.283728786886746,63,6.858894826645585
2024-11-02,-0.013526581543922944,86,9.168357849254958
2024-08-31,28.848864410744575,84,1.9604510297209299
2025-01-19,-5.429367403564819,81,4.817512418607154
2024-09-21,31.82530284192508,58,3.869012112099001
2024-10-22,-0.2648652195410186,61,3.5916642450648064
2024-10-18,37.393356807128505,84,7.188736087962347
2024-11-05,34.32255593260958,52,5.951571248730393
2024-09-01,12.705667814064046,64,0.07764939674555937
2024-12-16,-5.558087841864242,30,4.494000171533235
2025-01-23,-2.7800065254314132,88,4.5025957684732845
2025-01-26,38.754829478084446,60,5.008825784789307
2025-03-02,10.27622776181877,57,3.2275399520060697
2024-07-12,29.178800805419172,68,3.910208818353814
2024-12-10,22.011642505221133,54,3.529008305601231
2024-10-26,20.109924520096115,24,3.406434799593363
2024-10-27,24.88899169459807,44,3.6465544572598962
2024-08-13,30.263526712809416,52,6.335683641521897
2024-09-09,28.966906004372085,65,9.11403844246635
2025-03-10,34.777666311881994,22,8.840152835776308
2024-10-29,-3.1891073261372105,92,8.298705349104956
2025-03-10,-4.4180022826902885,56,5.356078297182227
2024-07-23,-0.8399920161639169,52,0.2653798184190381
2024-12-27,32.38802860568807,97,2.8739831287928084
2025-03-06,11.268825498491882,25,4.314168104470859
2024-12-01,33.958973742955024,24,3.3530931075248116
2024-06-05,-1.2207781425736268,77,3.04406543161009
2024-06-28,5.19647086851047,62,8.33039133909293
2024-12-28,20.599005451150507,50,1.0604654434567085
2024-05-05,-8.272203199711022,81,0.4233816701814719
2024-10-19,15.309343948819695,73,7.72647722698276
2024-10-12,-8.82746010031887,54,0.23184455785976388
2024-05-22,14.076749417240123,50,3.19785777649092
2025-02-03,-5.061493875581099,29,7.796430414704258
2024-10-07,21.336704784897417,56,5.0155454171220635
2025-02-10,25.440133846167647,37,7.437906270344284
2024-06-01,3.078858406924443,66,7.704695136733602
2024-04-29,7.168231530353811,65,6.357508817389209
2024-04-10,29.621607059639885,22,5.558787087627774
2024-05-14,-5.086270102872595,57,5.606046890494633
2024-09-25,7.832295959158344,47,2.0662877102774537
2024-09-14,38.82695795490884,64,9.636607511597381
2024-11-08,12.153639771464412,36,2.8373983776509846
2024-05-23,-2.454285952804371,70,4.010124169390963
2024-06-23,35.87346006254738,56,6.027832616766679
2024-12-29,0.9049533453484955,38,5.7254972681560385
2024-06-28,28.933397381067287,40,5.183440926463442
2024-09-10,30.006426601920097,68,1.4858586238431948
2024-04-01,13.658114776725636,76,5.5477395484383525
2025-01-01,-6.81032479451987,33,5.24371308363682
2024-12-19,20.87853374068457,51,5.005827656199401
2024-07-03,13.574672529243816,90,9.753271275433772
2024-05-29,32.42585767708288,87,3.6432188655657183
2025-01-29,27.051771259254544,64,1.8002321301203017
2024-03-21,5.76882081616931,95,8.227168717908675
2024-11-06,33.658438421888235,95,1.484726586654307
2024-10-14,3.257504145991728,95,6.668492653835849
2024-06-23,0.3105560339044384,89,1.8308091290286077
2024-06-11,-4.837024268129228,76,1.4326774477981474
2024-07-22,21.969114117300556,42,6.185428770953424
2025-01-24,28.79025616704339,35,8.796168493224801
2024-05-16,6.013083319710809,93,5.354631386356459
2025-03-01,33.323755718130705,76,6.330286391645362
2025-01-19,16.320300196174884,73,8.185770063244274
2024-07-12,14.671053645198455,73,1.7284275843780128
2025-03-14,-7.92674657102316,58,9.918215156430852
2024-09-17,28.67812059872041,80,5.68312258514296
2025-01-07,34.646146071356775,58,6.153565067841241
2024-05-23,17.22357923472541,97,9.847730043223606
2024-09-18,18.825058834411386,23,5.2096157294453915
2024-05-31,7.833679032921367,64,1.1235435129737181
2024-05-16,33.96137336677369,61,2.045560282476262
2024-05-05,7.8021711536695335,70,3.1889703353231793
2024-11-29,-1.323455788704516,36,0.08980982200919807
2025-01-10,-4.165774542442138,69,1.551726661953805
2024-08-25,33.547647574280866,47,2.4459817537499084
2024-12-11,-1.879128528930309,63,2.4155095324954656
2024-12-26,17.445761303371018,48,4.196232447364371
2024-05-09,22.338004342220998,57,0.9931079352861261
2025-01-06,-3.624319744043582,54,5.1331201110262334
2024-07-08,31.392415267885447,61,7.630034616646774
2024-04-16,19.134079672311135,47,8.078431638796463
2025-01-15,18.12304185130215,60,2.2229310755779776
2024-11-05,7.564055677516482,73,1.7987212545202635
2025-01-21,20.164281415016355,31,1.207901810028409
2024-10-31,17.004808022548595,90,0.6131642189102915
2025-01-17,-3.0838452765879616,69,8.229557991912198
2024-03-23,-9.056570798424875,94,2.2697335382354566
2024-04-30,27.67595690048813,86,5.504034724038417
2024-05-13,-1.0666404401878289,31,3.5816444047664664
2024-05-27,34.23985146140718,87,9.313737782757388
2024-08-08,32.356624335663994,51,3.4803178617085817
2024-09-01,35.324171032937805,46,8.492215313618033
2024-11-12,-5.188021342550516,50,2.983893967790512
2024-09-06,17.51227858093033,95,4.541224560711454
2024-08-15,4.428693809600151,20,4.143898005266022
2024-04-03,9.157425164037068,57,7.798843338828584
2024-12-08,18.649572009869654,95,7.472761263287202
2025-01-31,-4.936440329962118,61,0.9422363122048705
2024-09-19,23.649384330815316,64,2.2502136852038976
2024-04-07,6.187060964128829,90,3.90861938914846
2024-09-18,28.327355496963413,84,8.976569873936365
2025-02-02,13.09926901746232,38,1.5073603197539642
2024-07-07,36.99195246496613,64,3.249126283524404
2025-02-22,10.720073335293865,94,0.4423997168754856
2024-06-04,15.150258099397998,82,1.9250241896506082
2025-02-08,4.6246195593451525,83,2.493859844995593
2024-05-14,-7.613382339461769,24,9.878430920067391
2024-04-19,-0.49615683448252135,97,0.7345028670637477
2024-04-05,18.608342990918356,46,5.518380863164927
2024-12-27,4.298738741116374,29,0.5706511039236417
2024-07-09,5.261206078584477,43,2.425377737066885
2024-12-30,-5.332677490158524,93,1.1317440953122682
2024-12-10,29.185083312838024,64,8.575409206070631
2024-09-03,23.759965839734683,42,9.691785462718073
2024-09-10,5.969477812473166,66,8.55548610720026
2024-12-20,23.222117520952914,96,7.656431664759725
2024-09-25,39.913417347633796,48,8.993553347840198
2024-05-10,-4.683142108390728,73,5.148450803377833
2025-01-10,13.627084754077643,51,6.563937429407961
2025-02-08,-4.832430321479571,35,1.3450269920331326
2024-10-05,16.89736626739364,83,4.815493360279098
2024-03-20,18.738441629494837,100,9.080817787101196
2024-04-18,19.17779011160183,48,4.307786495282655
2024-10-28,17.16635788253907,36,1.0171083762970634
2024-12-30,0.36374646680907574,59,6.642808669262586
2024-11-19,6.859494863617485,59,7.903698997777986
2024-06-10,13.129711882304392,99,7.495753889147759
2025-02-14,16.404844222395223,71,5.292131848141178
2024-10-05,7.014186148265786,95,2.58360908282003
2024-12-29,28.944532384137425,24,2.3623908637059046
2024-08-17,-1.933414030376703,58,1.2687462152028295
2024-05-14,22.709721832416108,97,1.363800944376471
2024-05-19,-7.39927803990569,42,0.1136630586703069
2024-05-15,3.0508592702958115,57,7.424526611914758
2025-03-06,9.363036679175604,71,1.17340225569871
2024-09-18,12.348141954172075,96,5.783404388190554
2024-07-18,36.10271541632276,55,8.143997880729373
2025-01-27,-4.408821262987885,48,5.991501499817385
2024-03-23,-9.8494871602586,73,4.156946340703021
2024-10-16,4.456546721179835,38,2.2983154542164765
2024-06-17,38.72137743904473,41,4.748966169547945
2024-10-31,32.00261648208068,47,3.591126907045832
2024-08-26,39.736061071036765,49,0.14243253092975805
2025-01-16,23.320723390311166,65,0.8065935853848838
2025-03-17,28.597925206695948,47,4.203041333106777
2024-09-16,3.354837087853255,76,8.150791655121234
2024-08-10,39.362519906053556,28,1.5314434621866924
2025-03-05,15.381623973810498,90,1.5127766120709418
2024-05-28,15.958763157545732,98,6.308113466200975
2024-06-24,33.49564865520561,40,2.056730482557987
2024-12-23,21.608859492041002,33,3.309572254893882
2025-02-06,39.990826081552775,63,6.960790616805086
2024-03-27,10.796009595526467,74,4.226324513389904
2024-09-02,15.431084636105954,94,4.761596594580596
2024-05-10,16.261095470931078,95,0.061693017000985506
2025-01-02,-5.382406669665226,40,8.779906342241697
2024-12-30,-7.044672982691399,82,3.8568172386910913
2024-12-13,-2.939672855809774,62,6.889936060538057
2024-12-25,37.218451489345604,31,7.177382000569653
2024-08-28,6.588837633532371,35,5.258140977351719
2024-05-30,17.763318346382064,25,4.304912981501591
2024-07-02,13.351731938575504,100,9.063361811160204
2025-01-25,35.30492813035293,37,8.510926472601714
2025-02-17,-8.948004048804295,34,3.2984734369611033
2024-05-04,-0.03370316263930029,35,8.92185164013647
2025-03-06,32.357932356983554,58,4.1870297416891775
2024-12-26,33.92558845620456,43,3.3121602432882016
2024-06-24,27.98394966233539,20,6.314600351156382
2025-02-20,14.372700074108867,31,4.526817908310351
2024-07-09,22.608749157028164,84,2.782518060824497
2024-11-02,19.122111280198787,47,6.829112238906338
2024-08-16,10.73107351140397,64,1.2635428380282288
2025-01-23,-5.380670160902003,79,8.786019365795006
2025-02-09,7.649518680394493,93,6.036526297069386
2024-04-11,39.593348571762164,57,7.15029382200262
2024-05-05,7.737279961448358,86,6.858904707567257
