Date,Temperature (°C),Humidity (%),Precipitation (mm)
2025-02-21,5.741013427440119,64,1.6819385202550508
2024-10-09,39.53040700743709,47,6.984464679700675
2024-07-25,32.705981607590516,62,8.90990484680613
2024-08-18,-7.5862391074443725,23,2.8607235484614915
2025-01-23,-5.029178134684223,61,0.38227557379201693
2024-09-04,4.805190836542092,66,3.803665963057825
2024-11-29,-0.32491175125209537,22,6.589376143280265
2024-05-24,1.3295357836787467,24,0.458707039129318
2024-05-27,0.2816420253605596,31,0.36383652421406176
2025-02-15,8.67911986423007,58,5.05234610466534
2024-09-17,31.855517451741086,52,5.574702096901802
2024-10-25,24.865171443352168,30,1.6072576285316154
2025-03-17,38.806139246046186,29,3.1119656497666126
2024-05-11,9.222035917358237,41,8.445478914822411
2024-06-22,27.940730112419047,36,8.298716745266429
2024-03-25,29.965893542325404,36,1.9541744102656
2024-12-18,18.55809326182388,36,6.586033866555226
2024-07-26,-0.9954431871018432,55,2.986839120727962
2024-05-06,26.557826245460774,39,9.173593215850032
2024-04-08,19.718371019904037,68,0.35869810598742613
2024-12-26,12.350254823935089,74,5.377171574720982
2025-01-22,-3.7343572446115383,68,8.826304614129427
2025-02-24,39.73659473539321,93,6.708349339089313
2025-02-27,36.60780509512513,43,8.538188928133742
2024-03-22,18.993227743266452,80,8.42636830008187
2024-05-19,18.79163702053729,30,7.653217365207783
2024-10-28,2.966075737867044,54,4.4407568766045555
2025-01-09,38.798610663683014,32,7.855812237554051
2025-01-30,24.7217767995584,80,1.7273338354305368
2025-03-11,21.544806280533972,77,7.188666543290969
2024-11-30,7.687712870067436,45,5.463887993765299
2024-10-14,26.18023202255408,24,1.798143165288496
2024-06-22,1.4006178423414486,22,2.5770724260991615
2024-07-18,27.263491388914602,25,9.751474937040301
2025-03-11,19.54499705992395,20,7.080013231951392
2024-05-05,-6.283846097575331,87,0.85708228502542
2024-04-30,6.211492639809183,69,6.494740211946764
2024-06-09,-4.74260058681212,75,0.975729252067502
2024-07-29,23.701708673870954,68,1.6642955491708522
2024-12-08,30.41639424117122,89,0.8740509117870798
2025-02-02,15.716058526704504,32,6.91207473360567
2025-02-05,10.291029010657812,42,0.9437640589456542
2024-11-27,25.665335379566073,95,9.520801865613674
2024-05-08,17.185619719047168,74,6.871624603477456
2024-05-24,5.158644497715624,45,3.7558791426843308
2024-04-06,20.843986479084084,90,3.1117977133916552
2025-01-02,15.109562893295873,87,3.119069622430657
2025-02-16,1.6197629392422126,95,6.460235342700217
2024-10-08,-7.9515272530801395,97,6.003368671566172
2024-12-05,39.865702582717994,98,6.4911312565989245
2025-01-05,-8.915367564042683,29,5.785702544993154
2024-10-10,-5.751518848457678,38,3.822855953872101
2024-11-01,6.968988167761655,80,1.054283434604416
2024-06-10,26.60253603877129,68,5.126022200281172
2024-03-26,10.17767591459053,57,4.565811510980765
2024-09-30,-5.332713947999248,58,3.460104666689011
2025-03-02,39.45556887378621,48,1.158172971039625
2024-08-02,8.420905011597107,56,6.672938174232884
2024-06-21,2.9273432579309837,99,8.88197473638803
2024-06-07,17.302573200189546,42,0.41303379194059686
2024-06-23,17.536624295589956,34,6.949545452635504
2024-04-26,23.166245470191505,100,6.912266015703211
2024-04-14,22.1597313467733,68,6.785004100886094
2024-06-01,27.747376787358952,64,6.112146267542413
2024-11-23,-4.290015592586373,85,1.3542553487303255
2024-07-20,13.421176578345062,41,3.503042461786877
2024-10-01,21.40834294915131,22,5.691992813108233
2024-12-09,25.35555733164852,97,1.1967425205586757
2024-12-27,35.79774779673178,100,2.4483935316371275
2025-03-20,2.051658283065791,71,9.578387251392112
2024-05-01,8.429461499861038,89,4.8163822398929135
2024-06-01,-1.3923262602284847,95,1.0582916081144778
2024-09-17,14.291512632888747,27,9.396878807950028
2025-01-30,-1.8935092710976011,29,7.669704035866659
2025-02-11,31.785297864087894,40,3.909971992858503
2024-12-19,0.7118818253307051,20,5.404710344370266
2024-05-06,26.460264119269112,59,6.747117988379252
2024-07-07,6.595376148467832,35,1.8567455749954365
2025-03-09,30.252631626550702,81,5.597625786959867
2024-12-20,-4.974373863420797,47,2.664944862002705
2025-03-12,32.56173838123169,84,4.911147166878207
2024-05-10,31.59781830157695,75,6.134980597555466
2024-07-08,21.090008975171703,98,1.9508728523589935
2024-12-02,39.81674055494493,77,4.780922790864839
2024-04-19,39.51376856407197,95,1.6238511474049833
2024-08-23,5.2109995367052555,80,5.677761564546944
2024-09-14,30.760897781391414,52,9.11524135326115
2024-12-31,10.05601281947828,25,8.749073682336206
2024-11-16,-2.2797631329741357,72,9.877029207390658
2025-03-10,10.600854668554447,24,8.353886884110205
2024-08-09,-0.5268949014673314,21,2.5545091321674085
2024-12-10,24.360522603680693,38,8.437642500133585
2024-08-16,19.119393997329297,34,3.689851338133706
2025-01-18,-4.303386104923842,35,2.84218222993031
2024-07-15,13.670255338751534,26,2.642841582807136
2025-01-05,9.853561784870461,90,8.893920203007893
2024-11-04,-6.210606600865805,33,5.6744369741860945
2024-11-08,-0.9752774209952548,78,5.9072745410159655
2024-10-13,19.731644167514137,91,5.950593809389543
2024-04-23,-2.6905098045777143,50,9.693885918207082
2025-03-13,32.70398327800344,46,6.438889377797631
2024-06-14,13.73740606425887,93,1.132855066132401
2025-01-07,9.31720054713183,98,0.8729067223792575
2025-01-16,30.768706322616794,40,7.191007096511245
2024-09-12,25.062389417387934,27,7.639142673315801
2024-07-29,28.04689550385664,62,3.1749310607690195
2024-04-02,8.563667528515932,23,7.583060765521057
2024-09-25,3.4546025234163924,25,8.276142713280919
2024-12-31,25.040921337472255,62,7.527101778497976
2025-03-13,28.85941228435832,97,4.462223164468659
2024-09-17,-1.961154301593373,21,6.498961488444232
2024-07-26,-5.031886578550734,39,7.060075057118835
2024-11-05,9.145899800130206,97,9.043754356597365
2024-03-30,21.26523483024363,31,7.183154261236469
2024-04-24,31.01905569800632,29,3.8630493018236747
2024-09-08,-3.0210869336380313,48,2.6360666858453854
2025-01-15,5.9818818750231575,21,2.0646530052104373
2024-10-07,15.46606123772165,65,7.136525761210617
2024-08-12,14.966646125211067,64,8.509830355992511
2025-01-21,0.9344970408492941,78,2.070925522945384
2024-08-05,10.888875299479803,76,4.789562600751715
2024-07-31,0.7850915735765227,42,5.8072053217635
2024-07-05,25.581759750562618,60,2.0127983922588424
2024-07-20,20.733776875902624,94,2.612455030902223
2024-06-20,19.094497362778633,51,1.7532104972401485
2025-02-08,9.841696171795753,29,7.777006080620007
2024-05-30,28.640811892577354,50,1.1208863579743233
2025-01-31,4.355241767512073,77,9.218389392387605
2024-07-09,39.48495376377131,62,9.78453797692113
2025-03-02,-8.705381901764921,25,0.21422039503097845
2024-04-19,-4.295044820233503,56,0.2697108112425306
2024-04-27,23.81495310434748,24,1.303253327186098
2024-09-28,34.08194402601391,96,0.09243763865657173
2024-08-08,35.03052213055914,21,7.618061860452352
2024-09-15,-9.367411107109337,58,9.233494110707332
2024-06-29,14.226229537381734,45,3.732347840745396
2024-12-02,28.242331006146415,83,9.32091826751744
2024-08-02,17.26843119443916,52,1.312926863371533
2024-05-26,29.31240728099867,23,1.6626171000019552
2024-08-19,-2.9318137759631018,52,9.826804939019611
2024-04-19,-7.319088019772254,60,9.070098993820118
2024-06-24,27.45394538562023,44,1.6772895916980557
2025-02-14,11.536106148028495,98,7.62379247473429
2025-02-13,2.1363923372830023,44,7.042705364261409
2025-01-16,-1.9581342473180516,26,6.908660889422329
2024-04-24,15.193636733288251,98,9.40448846177027
2024-11-10,-2.4506903893379475,27,7.734904679462728
2024-05-11,14.2443904984241,26,5.557411343593256
2024-10-11,-4.758396307172122,91,1.5300522375857617
2024-07-27,28.32698635247238,88,2.5488854597706387
2024-10-06,7.393424653930257,58,3.5931422103287156
2024-06-01,14.517737817183171,88,2.4486032299047436
2024-06-08,21.569926855467223,32,1.122392710428597
2024-06-18,28.935982692488714,32,0.8415620582486938
2024-07-20,20.528884026496822,98,8.103427753292245
2024-12-26,-9.563473068009284,66,9.87377646805648
2024-11-14,35.25023417319587,95,0.50680162061432
2024-12-18,4.408926875327721,61,6.876545547453583
2025-02-16,-0.07121743821733162,83,4.564513242320664
2024-09-17,1.332515911035296,40,4.574365901751605
2024-09-25,16.044140722810848,33,3.456495909187254
2025-01-05,31.63429482201318,51,8.224212378091508
2024-08-01,39.438239861981664,68,0.2839079917682341
2024-10-22,2.144153963394988,90,7.682107872605722
2024-06-04,29.53586096298755,28,7.479723761798212
2024-10-03,36.01459319256494,88,6.063118523386377
2024-10-22,17.570774041209113,20,0.723768043956422
2024-06-13,26.79875896710874,80,7.349458171356843
2024-11-19,20.762445721551774,74,9.50686099572996
2025-01-18,24.88619393093645,41,9.77906088508228
2024-05-30,36.20619224394161,78,7.654722406330714
2025-01-27,14.158294972601308,93,2.492108661701825
2024-06-25,30.822281836070715,75,4.179758979132249
2024-03-30,-5.4392294575977465,56,4.201192773681036
2025-01-20,14.437087148013198,85,1.8561270178823708
2025-02-20,29.68849046333277,36,4.776209218504529
2024-12-29,35.84006199047955,80,9.909802458348047
2025-03-07,0.2240125590851889,95,6.634281246908841
2024-06-08,39.14484892935088,63,5.403873137237185
2024-09-03,0.6411028641459069,35,0.19875804819202147
2024-05-03,12.507668073429581,23,9.30888524057558
2024-04-05,28.334448960159513,90,2.2225509636260856
2024-07-28,5.3733764881612895,54,1.8825067034813148
2024-04-16,-4.717436291676949,98,3.1985985107993278
2025-02-09,16.84038652500998,90,8.286599273769559
2025-01-21,11.303397010435937,65,4.286581869598766
2025-02-12,36.14322868962154,29,3.65372047200885
2025-02-10,-1.4177377005230944,24,3.1034975626947023
2024-11-04,17.97536486842698,41,2.517509611613611
2024-12-01,8.595173891267478,95,6.916695793592812
2024-06-18,14.65101171950672,45,4.958195042315181
2025-02-15,19.846030664494965,88,3.4277347449639417
2024-05-07,4.136404202778447,20,6.354440243717966
2024-11-13,30.758767941176025,33,7.134251754646675
2024-08-04,36.51989160571651,100,5.2979946247003395
2024-12-05,39.03150286454858,45,9.98023610882007
2024-04-29,12.561854029075157,35,3.888468384112743
2024-04-07,24.77183345278602,32,0.22458838796315606
2025-02-21,0.5558637457944862,100,3.0995993715288837
2024-10-05,14.576096651334161,53,0.13311180143854684
2024-12-26,29.205258939909896,63,0.271836629009492
2024-10-30,-3.2560121558313915,86,5.965472992602779
2024-09-05,4.5312232873847655,34,0.8508135253216176
2024-11-17,24.723325378243516,95,5.4358506715237
2024-08-10,-5.685626254404515,67,0.3717792517178131
2025-01-31,5.894261419993505,28,0.8806166781349933
2024-08-07,-4.09049757060044,21,1.7070330364815212
2024-08-16,-4.661262624735432,23,0.8060624007147399
2024-12-03,36.5958252524198,21,6.673907809763219
2024-05-27,39.541939848614035,65,2.086403842849389
2024-09-28,9.689195430762261,94,0.19218914542496912
2024-10-23,-9.717637166804074,92,1.506288954194338
2024-08-13,-5.613185396193911,47,7.6511021908924395
2024-04-01,8.733259302135341,64,9.131583077717792
2024-08-02,-3.8047153517281735,47,1.5494565703077512
2024-07-28,8.060147430831492,45,4.899604497362312
2024-10-31,22.395176421284845,36,1.8960786512770178
2024-06-26,23.50381468236064,45,8.23473811520596
2025-02-22,-2.0275282287450143,65,9.783686854135778
2024-05-13,-7.239049815045375,83,7.769170627476509
2024-07-11,3.3368745493197327,51,0.8876554886629306
2024-12-07,20.334821286926726,62,1.0732309937714457
2024-07-01,-6.705450766210737,56,2.882612494834107
2024-06-20,25.339514755033072,39,3.146736180963514
2024-12-31,8.678534190589811,83,8.768106059910778
2025-02-23,27.29918242256592,53,3.7139034018735604
2024-10-22,-9.966691851125928,99,2.2125503388675503
2024-07-23,-8.25299527945059,96,6.46428681405229
2024-07-02,31.305122463256097,33,4.980758914728815
2024-09-04,-9.387998675706623,31,5.52475655150106
2024-11-10,9.591051374569034,43,9.330193972262503
2025-02-21,38.86491640039166,51,2.0670574735592817
2024-12-14,24.307465360834158,40,6.008404304188354
2024-03-28,-9.946489532471954,33,3.9815879552497915
2024-08-04,8.82802079361337,72,1.9469847060784506
2024-06-12,18.987904204792653,87,1.927753507915121
2024-07-24,38.91142215586542,89,5.140380656966642
2024-03-27,25.46966071414827,28,1.8122307700925044
2024-09-26,-6.19696110349113,68,6.229142112382516
2025-01-19,39.30241857252683,77,4.510453714871222
2025-02-11,-0.4234889801226345,48,6.085131657943357
2024-06-29,11.712595283796034,84,1.4748267143417304
2024-09-30,11.913954237373535,63,1.1055816017823972
2024-05-13,25.835436522280574,84,5.512868205833026
2024-03-28,20.07670505207506,49,8.297380761484115
2024-03-21,31.1909314992075,78,7.480517157355624
2025-03-13,23.31555166318538,53,2.999487882639821
2024-10-03,38.045548570742525,41,8.61653650624126
2024-08-19,11.9793657734341,96,4.293605133698989
2024-08-13,16.731565781817167,26,2.021672724363265
2024-07-07,-4.185422429386128,84,3.504313591450293
2024-04-24,26.565189465707363,99,1.10359147829859
2024-08-13,37.83606917236717,38,2.396795297120878
2025-02-11,20.036466899822244,68,9.097012436682544
2024-06-11,23.838719028366157,99,3.149703977841609
2024-09-26,22.308456017160566,30,3.1602209878870147
2025-01-13,20.797162260169912,100,5.974840251449178
2024-08-27,20.689348292432832,80,1.5292894023795922
2025-02-13,12.047033400270301,42,1.2400977234812671
2024-05-01,4.154569391197274,23,2.054777511439622
2024-11-16,30.6695867425859,65,6.935729170431779
2024-04-13,18.66092644762674,22,0.414917058235621
2024-06-17,17.23629314927809,43,5.748371526990387
2024-06-07,12.139754054415906,79,0.9966076571486915
2024-04-11,27.212474756222434,79,8.50146515635889
2024-12-17,-1.0421984793271246,95,0.2957692515251942
2024-09-02,38.01210004847292,39,1.9897357753204503
2024-12-07,3.5411868615309245,99,8.386655898123013
2024-11-13,-8.67810764731621,69,9.384876021821766
2024-05-03,7.1186222914155195,60,2.6105426536722574
2024-08-20,-7.4431252344647225,34,6.037970636149401
2024-04-22,18.500572501172698,56,1.565320754586591
2024-06-13,13.049092396407726,27,3.7911502511521435
2025-03-14,25.64498370336078,84,3.9501821632975864
2025-02-08,20.581245681396812,35,9.348679444767994
